0,65
1,240
2,181
3,113
4,334
5,500
6,117
7,110
8,180
9,168
10,83
11,157
12,75
13,314
14,94
15,117
16,112
17,125
18,91
19,149
20,113
21,500
22,317
23,500
24,398
25,453
26,500
27,500
28,301
29,500
30,500
31,500
32,500
33,435
34,408
35,500
36,369
37,500
38,468
39,500
40,212
41,163
42,195
43,500
44,132
45,500
46,493
47,373
48,500
49,114
50,225
51,500
52,235
53,500
54,500
55,67
56,494
57,500
58,271
59,101
60,53
61,100
62,110
63,167
64,273
65,138
66,141
67,73
68,500
69,500
70,451
71,187
72,218
73,463
74,500
75,404
76,204
77,500
78,500
79,263
80,202
81,500
82,159
83,111
84,220
85,177
86,216
87,124
88,147
89,273
90,144
91,500
92,500
93,500
94,205
95,500
96,500
97,330
98,500
99,191
100,500
101,500
102,277
103,500
104,500
105,81
106,134
107,500
108,60
109,319
110,73
111,40
112,148
113,80
114,500
115,154
116,500
117,66
118,109
119,101
120,276
121,500
122,62
123,500
124,500
125,186
126,166
127,430
128,69
129,137
130,58
131,216
132,64
133,86
134,53
135,500
136,108
137,39
138,160
139,93
140,500
141,260
142,161
143,137
144,500
145,99
146,56
147,500
148,67
149,249
150,409
151,111
152,229
153,500
154,52
155,500
156,500
157,123
158,500
159,500
160,500
161,500
162,207
163,295
164,500
165,500
166,279
167,500
168,350
169,356
170,296
171,180
172,469
173,500
174,456
175,448
176,291
177,275
178,285
179,330
180,500
181,500
182,118
183,202
184,277
185,433
186,500
187,398
188,500
189,360
190,498
191,349
192,500
193,305
194,500
195,500
196,374
197,204
198,261
199,160
200,147
201,500
202,500
203,500
204,500
205,500
206,269
207,160
208,267
209,500
210,143
211,500
212,500
213,500
214,171
215,85
216,166
217,221
218,500
219,500
220,315
221,311
222,500
223,216
224,157
225,500
226,488
227,129
228,107
229,234
230,92
231,500
232,500
233,500
234,500
235,500
236,500
237,372
238,500
239,87
240,500
241,133
242,423
243,251
244,500
245,216
246,500
247,500
248,500
249,500
250,376
251,447
252,398
253,339
254,500
255,500
256,449
257,152
258,216
259,500
260,121
261,171
262,500
263,500
264,162
265,392
266,500
267,434
268,500
269,349
270,500
271,310
272,500
273,500
274,160
275,500
276,500
277,500
278,500
279,500
280,500
281,500
282,500
283,500
284,500
285,500
286,222
287,316
288,500
289,111
290,337
291,337
292,284
293,269
294,500
295,165
296,500
297,500
298,305
299,398
300,238
301,500
302,96
303,118
304,382
305,357
306,500
307,387
308,500
309,141
310,229
311,500
312,284
313,500
314,500
315,151
316,276
317,135
318,500
319,500
320,500
321,500
322,500
323,500
324,278
325,423
326,261
327,500
328,265
329,72
330,159
331,474
332,63
333,500
334,254
335,365
336,344
337,102
338,165
339,500
340,63
341,135
342,218
343,500
344,74
345,335
346,129
347,204
348,121
349,152
350,374
351,157
352,340
353,439
354,155
355,500
356,320
357,47
358,131
359,74
360,500
361,168
362,208
363,128
364,32
365,61
366,271
367,168
368,79
369,122
370,217
371,231
372,214
373,500
374,89
375,146
376,146
377,82
378,210
379,105
380,293
381,100
382,392
383,340
384,113
385,65
386,359
387,144
388,85
389,255
390,407
391,500
392,500
393,500
394,123
395,55
396,184
397,122
398,62
399,83
400,500
401,151
402,500
403,159
404,500
405,500
406,437
407,171
408,500
409,500
410,479
411,296
412,163
413,58
414,98
415,500
416,98
417,426
418,211
419,217
420,202
421,193
422,387
423,500
424,113
425,500
426,225
427,141
428,125
429,198
430,198
431,323
432,104
433,120
434,500
435,500
436,147
437,315
438,134
439,56
440,52
441,232
442,186
443,99
444,500
445,219
446,500
447,411
448,500
449,424
450,71
451,136
452,140
453,119
454,190
455,58
456,393
457,108
458,271
459,86
460,126
461,136
462,42
463,59
464,178
465,216
466,163
467,110
468,370
469,118
470,270
471,500
472,95
473,61
474,500
475,500
476,500
477,115
478,114
479,76
480,91
481,177
482,500
483,63
484,295
485,134
486,500
487,207
488,500
489,282
490,139
491,500
492,500
493,96
494,218
495,81
496,139
497,167
498,48
499,68
500,242
501,105
502,88
503,334
504,143
505,70
506,39
507,500
508,284
509,500
510,392
511,170
512,500
513,186
514,102
515,440
516,68
517,48
518,500
519,259
520,223
521,273
522,88
523,500
524,310
525,395
526,500
527,58
528,50
529,424
530,500
531,500
532,500
533,489
534,268
535,204
536,248
537,262
538,92
539,54
540,64
541,415
542,500
543,126
544,162
545,195
546,243
547,209
548,208
549,415
550,130
551,146
552,78
553,23
554,254
555,500
556,491
557,173
558,500
559,80
560,164
561,110
562,51
563,35
564,134
565,109
566,136
567,120
568,452
569,500
570,500
571,86
572,500
573,500
574,379
575,500
576,500
577,467
578,500
579,171
580,85
581,99
582,303
583,285
584,182
585,245
586,139
587,370
588,163
589,178
590,136
591,500
592,500
593,500
594,500
595,39
596,286
597,221
598,98
599,500
600,102
601,240
602,205
603,324
604,187
605,148
606,264
607,152
608,249
609,162
610,180
611,500
612,24
613,90
614,71
615,136
616,110
617,352
618,360
619,80
620,52
621,235
622,109
623,500
624,500
625,30
626,121
627,284
628,143
629,158
630,125
631,117
632,61
633,34
634,88
635,105
636,53
637,119
638,207
639,257
640,115
641,76
642,81
643,218
644,149
645,360
646,205
647,358
648,500
649,83
650,500
651,124
652,302
653,119
654,102
655,88
656,287
657,500
658,500
659,500
660,500
661,117
662,46
663,92
664,500
665,129
666,389
667,94
668,318
669,500
670,232
671,187
672,56
673,368
674,111
675,97
676,152
677,64
678,459
679,302
680,389
681,70
682,287
683,226
684,500
685,206
686,88
687,292
688,109
689,16
690,248
691,500
692,114
693,212
694,160
695,195
696,500
697,78
698,70
699,177
700,238
701,500
702,245
703,77
704,37
705,185
706,500
707,500
708,363
709,71
710,149
711,47
712,220
713,99
714,315
715,318
716,287
717,61
718,500
719,88
720,42
721,388
722,323
723,378
724,205
725,92
726,167
727,84
728,168
729,58
730,97
731,165
732,112
733,147
734,122
735,274
736,334
737,110
738,500
739,180
740,242
741,500
742,182
743,69
744,106
745,69
746,156
747,62
748,55
749,279
750,79
751,76
752,233
753,204
754,500
755,87
756,46
757,96
758,84
759,500
760,309
761,500
762,27
763,238
764,158
765,401
766,60
767,239
768,500
769,119
770,241
771,96
772,96
773,428
774,219
775,190
776,136
777,107
778,60
779,500
780,48
781,434
782,279
783,391
784,28
785,143
786,329
787,182
788,405
789,129
790,153
791,108
792,202
793,117
794,86
795,359
796,101
797,290
798,92
799,72
800,490
801,105
802,392
803,34
804,198
805,115
806,369
807,53
808,102
809,110
810,140
811,500
812,204
813,26
814,500
815,212
816,175
817,500
818,125
819,91
820,67
821,392
822,110
823,213
824,241
825,94
826,500
827,138
828,72
829,95
830,181
831,500
832,112
833,39
834,445
835,88
836,500
837,218
838,167
839,119
840,180
841,56
842,93
843,164
844,113
845,349
846,500
847,205
848,87
849,458
850,56
851,500
852,68
853,500
854,500
855,209
856,500
857,192
858,141
859,126
860,348
861,500
862,360
863,77
864,474
865,83
866,116
867,78
868,43
869,126
870,168
871,63
872,90
873,105
874,109
875,500
876,500
877,250
878,336
879,153
880,72
881,199
882,90
883,275
884,92
885,500
886,151
887,500
888,106
889,500
890,163
891,500
892,360
893,38
894,500
895,187
896,222
897,120
898,500
899,22
900,117
901,314
902,50
903,500
904,96
905,500
906,74
907,87
908,500
909,217
910,148
911,87
912,500
913,166
914,123
915,283
916,95
917,125
918,234
919,155
920,95
921,183
922,429
923,127
924,88
925,202
926,346
927,74
928,47
929,37
930,137
931,111
932,197
933,500
934,45
935,73
936,97
937,500
938,126
939,103
940,200
941,62
942,91
943,94
944,65
945,80
946,72
947,191
948,73
949,67
950,84
951,85
952,58
953,144
954,435
955,153
956,500
957,45
958,92
959,115
960,67
961,125
962,500
963,119
964,56
965,500
966,64
967,104
968,500
969,103
970,500
971,279
972,110
973,81
974,152
975,95
976,500
977,144
978,379
979,95
980,148
981,500
982,243
983,92
984,109
985,127
986,262
987,286
988,256
989,276
990,71
991,490
992,268
993,83
994,500
995,456
996,500
997,194
998,500
999,155
1000,134
1001,163
1002,166
1003,54
1004,66
1005,315
1006,327
1007,232
1008,124
1009,207
